No;Kode Dealer;Nama Dealer;Kode Main Dealer
1249;426;NGABEAN MOTOR;L01
1250;15049;BORNEO BERKAT MOTOR;T10
1251;647;HOSANA MOTOR;L01
1252;18471;KWANYAR MOTOR;M2Z
1253;8677;INDRAJAYA MOTOR;L01
1254;7142;CHANDRA JAYA MOTOR;L01
1255;2179;PANMAS MOTOR;L01
1256;9941;CV. ADAM JAYA;M2Z
1257;2730;BOGEM MOTOR;L01
1258;165;SS SAPUTRA MOTOR;N01
1259;1326;UD. CAHAYA MULIA MOTOR;N01
1260;1436;MARGO PUTRO;L01
1261;18451;AHASS TCS MOTOR;M2Z
1262;3008;ANUGERAH AUTOCENTRA ABADI;I3Z
1263;2727;KAKAP JAYA MOTOR;M2Z
1264;17616;AHASS PRADANA MOTOR;M3Z
1265;1756;WIJAYA;M2Z
1266;10497;POLARIS;I3Z
1267;15889;TUNAS DWIPA MATRA;H2Z
1268;8332;MITRA KARYA MOTOR;M2Z
1269;8895;SUKMA MOTOR;M2Z
1270;2655;MATON;I3Z
1271;12171;CV. KINTANI;J10
1272;2545;MITRA BUANA;K0Z
1273;7659;CV TIMBUL AGUNG;K0Z
1274;6258;KARYA MURNI MOTOR;V2Z
1275;15273;DAYA ANUGRAH MANDIRI;J10
1276;2793;HARI BARU MOTOR II;J10
1277;16676;OBAJA MOTOR;J10
1278;2676;SILIWANGI MOTOR 2;J10
1279;855;PANCA NIAGA MANDIRI;B10
1280;200;REMAJA MOTOR 1;J10
1281;8982;BELANG MOTOR;U10
1282;1600;SURYA MOTOR;U10
1283;18437;AHASS DMU MOTOR;M2Z
1284;10242;ADIKA MOTOR;G5Z
1285;6840;UD. JAYA PRIMA;U10
1286;12673;UD MOBILE ONE;U10
1287;18064;NIAGA TETAP JAYA;B10
1288;17915;KJM LEGOK;J20
1289;17169;MANDIRI SUMBER KEMAKMURAN HARJATANI;J20
1290;9850;PUTRA PRIMA MOTOR;J20
1291;15520;AHASS JAWA MOTOR;M2Z
1292;8855;TEKNIK MOTOR;M2Z
1293;18208;SAHABAT MOTOR;G01
1294;659;CHANDRA MOTOR;G01
1295;10831;PUTRA ARIES MOTOR;M2Z
1296;9213;MOTOR CAHAYA UTAMA;K0Z
1297;1572;KARYA ABADI;K0Z
1298;10937;MERDU HONDA SERVICE;B3Z
1299;648;MULYA MOTOR;G02
1300;7506;MURNI MOTOR;M3Z
1301;7693;TANAH MAS MOTOR 2;J10
1302;9640;OBAJA MOTOR;J10
1303;693;WONOSARI HONDA SERVICE;L01
1304;10083;TANGGUH MOTOR;L01
1305;8330;BASUKI MOTOR;M2Z
1306;11573;MITRA PINASTHIKA MUSTIKA;M2Z
1307;858;GEDANG MOTOR;M2Z
1308;18194;SASTRO MOTOR ;M2Z
1309;349;SERBA GUNA MOTOR;M3Z
1310;16647;ELCO MOTOR;Q01
1311;7825;NUSANTARA PUTRA MOTOR;M2Z
1312;7820;MITRA ARIES;M2Z
1313;173;APOLLO MOTOR;M2Z
1314;1493;NOOR MOTOR;M2Z
1315;13780;LEVITA MOTOR;J10
1316;15018;MHK MOTOR;T10
1317;2569;TUNAS INTI;J10
1318;8310;IKHWAN MOTOR;T10
1319;18784;ANUGRAH PRIMA MOTOR;M2Z
1320;1632;SYARIFUDDIN MOTOR;M2Z
1321;950;BRANGKAL MOTOR;M2Z
1322;9943;TJAN II SS;M2Z
1323;244;AKUR MOTOR;H2Z
1324;7741;BINTANG MOTOR;H2Z
1325;12307;KANAKA MOTOR;U10
1326;7656;SATRIA MOTOR;L01
1327;7262;SALAMAN MOTOR;L01
1328;1595;ASLI MOTOR KLATEN;K0Z
1329;8414;SMS MOTOR;D3Z
1330;1940;AHASS PANTHER JAYA MOTOR;D2Z
1331;18128;S&K AUTO;B10
1332;11091;ARIF MOTOR;T10
1333;1603;BENGKEL IMOGIRI;L01
1334;7725;RIFANA SETIA PERKASA;J10
1335;2549;KADUNGORA;J10
1336;17492;NUR ANDHITA GROGOL;J10
1337;2585;SEMPLAK MOTOR;J10
1338;7286;KING MOTOR;U10
1339;565;ADI JAYA MOTOR;M3Z
1340;6814;HORIZON MOTOR II;K0Z
1341;18511;CV WAHYU MITRA MOTOR;K0Z
1342;10144;AGUNG UTOMO MOTOR;K0Z
1343;2748;WAHANA MOTOR;K0Z
1344;9676;BAGUS MOTOR 2;K0Z
1345;6778;KHARISMA MOTOR;L01
1346;1866;CV AYU LEMPUING MOTOR;G01
1347;16876;DWI KARYA SERASI;B10
1348;7421;GRIYA MAKMUR;I3Z
1349;8724;JASA RIMBA MANDIRI, PT;D2Z
1350;17493;CAHAYA MAKMUR;I3Z
1351;2760;PRAWIRA JAYA SENTOSA;I3Z
1352;978;LESTARI;I3Z
1353;1035;ARMADA  II;I3Z
1354;1085;IMPRESSA;I3Z
1355;9900;RAFI MOTOR;C10
1356;289;STAR SERVIS;C10
1357;1308;GRIYA;I3Z
1358;2716;ARTERI;I3Z
1359;2304;WIJAYA EKATAMA;J10
1360;9075;BERKAH SAUDARA MULYA;C3Z
1361;9068;UD SURAPATI MOTOR;N02
1362;18435;WIJAYA MULIA BERSAMA;M2Z
1363;1345;BAGUS JAYA ;B10
1364;15517;HARAPAN SENTOSA;M2Z
1365;8101;SUBUR JAYA;I3Z
1366;1816;BAMBANG MOTOR;L01
1367;8815;MANJUTO SELAGAN;G02
1368;16677;TANAH MAS MOTOR 3;J10
1369;16392;DAYA ADICIPTA MOTORA;J10
1370;299;WISMA HONDA;I3Z
1371;17638;MITRA FAJAR;J10
1372;6364;SUPARNO MOTOR;K0Z
1373;17460;TIGA JAYA MOTOR;J10
1374;8138;BENGKEL MESAKADA;W01
1375;18310;BUARAN PERMAI;I3Z
1376;8822;CV. SUKARAME MOTOR;G01
1377;8923;KELUARGA MOTOR;C3Z
1378;18450;PISANGAN MOTOR;J10
1379;4383;KURNIA ABADI USAHA MAKMUR II;M2Z
1380;7163;MOTOR GEMILANG CAHAYA,UD;K0Z
1381;324;KARYA TUNGGAL;K0Z
1382;7503;CV. BINTANG MAKMUR JAYA SEMARANG;K0Z
1383;7285;RESHA  MOTOR;E20
1384;9639;VICI MAS MOTOR;J10
1385;10705;NGAGEL MOTOR II;M2Z
1386;16378;BERDIKARI LAYANAN UTAMA;I3Z
1387;801;CHANDRA MOTOR;L01
1388;1344;SETIA KAWAN MOTOR;M2Z
1389;15332;UD. RASYA;M2Z
1390;15187;UD. BARONG MOTOR;M2Z
1391;2685;CV PABAYO MULYA;G01
1392;10884;MEGA UTAMA MOTOR;G01
1393;15024;CV. AYU LEMPUING;G01
1394;16283;PUTRA JAYA;I3Z
1395;782;CV SINAR ASAKU SUKSES;K0Z
1396;1997;BAGUS MOTOR;K0Z
1397;1215;GALUH MOTOR;K0Z
1398;7605;SAHURI BERLIAN MOTOR;Q01
1399;7162;JATI MAS MOTOR;K0Z
1400;8853;KENARI MOTOR;M3Z
1401;2243;KABUL MOTOR;M2Z
1402;6716;KENCANA MOTOR;U10
1403;7492;JAYA MAKMUR;Q01
1404;6902;LESTARI II;I3Z
1405;13195;SAWOJAJAR MOTOR;M3Z
1406;18417;PUTRA DJAYA PRATAMA;J10
1407;9815;SURYA MOTOR;M2Z
1408;8605;CV LARETIGO;K0Z
1409;2129;CV LARETIGO;K0Z
1410;6983;DANI SERVIS;C10
1411;1117;TIMBUL MARIDY JAYA;K0Z
1412;1739;BENGKEL MOTOR GONDANG;K0Z
1413;15370;ANUGRAH MOTOR;N02
1414;1403;SILIWANGI MOTOR 1;J10
1415;16918;WARGA JAYA MOTOR;J10
1416;7145;CHAMPION JAYA;B10
1417;1006;TERMINAL;I3Z
1418;10037;NUR;I3Z
1419;905;KAWI INDAH JAYA MOTOR 1;I3Z
1420;18410;BES MOTOR PANONGAN;I3Z
1421;1217;RATU MOTOR;K0Z
1422;9147;PALEM;I3Z
1423;10880;SURYA GEMILANG MOTOR;M2Z
1424;922;KENCANA SARI JAYA ABADI II;M2Z
1425;8937;MULIA MOTOR;J10
1426;7740;MAHADEWI MOTOR;T10
1427;15292;DAYA ANUGRAH MANDIRI;J10
1428;104;MITRADEKA MANDIRI;J10
1429;18419;ROBBY MOTOR;J10
1430;11052;ROOS MOTOR;T10
1431;2597;PRIYANGAN MOTOR;K0Z
1432;897;CITRA MOTOR;D2Z
1433;2171;SEROJA MOTOR;J10
1434;9315;CAHAYA MOTOR;Q01
1435;13196;KELAPA DUA CIPETE;I3Z
1436;1569;TARUNA MOTOR;K0Z
1437;7512;NUGRAHA II;I3Z
1438;8811;GLORIA MOTOR II;K0Z
1439;7158;CV SAHABAT SEJATI;K0Z
1440;1216;JAWA MOTOR;L01
1441;2177;SURYA MATARAM;L01
1442;100;CAHAYA BARU;I3Z
1443;16678;KOKO MOTOR 2;K0Z
1444;17221;BERKAT ANUGRAH MOTOR;R5Z
1445;6526;ASIA MOTOR;D3Z
1446;15973;WONG JAYA SUKSES;D3Z
1447;16544;WALI MOTOR 2;K0Z
1448;6509;UMS MOTOR 2;K0Z
1449;9464;SAUDARA MOTOR,CV;J10
1450;6385;JATI MANDIRI;J10
1451;9269;SAGITA MOTOR;J10
1452;9141;PURNAMA MOTOR;C10
1453;781;RACHMAT MOTOR;K0Z
1454;5247;SINARAGUNG ABADISEJATI;M2Z
1455;2538;CAHYA WIJAYA;L01
1456;1507;REMAJA SAKTI MOTOR;M2Z
1457;786;LANGGAN JAYA MOTOR;K0Z
1458;6792;GRIYA UTAMA;I3Z
1459;11571;MITRA ABADI MOTOR - 2;J20
1460;7051;SINAR MAS SAKTI;J10
1461;8107;SAUDARA MOTOR;C10
1462;7751;SUMBER BARU MOTOR;Z11
1463;1385;BINTANG TIMUR;Z11
1464;7459;PODODADI MOTOR;L01
1465;2174;SERVIS HONDA SURAT;K0Z
1466;9148;SURAT MOTOR II;K0Z
1467;8047;SINAR MULYA MOTOR;K0Z
1468;8411;ARENA MOTOR;D2Z
1469;10103;SRIJAYA MOTOR;B3Z
1470;899;SINDARO, PT;B10
1471;9945;ASRI MOTOR;M2Z
1472;9843;JUMARI SERVIS;B10
1473;536;TARUNA ADHI MOTOR;K0Z
1474;366;SERVICE HONDA BIMA;K0Z
1475;1706;KOPERASI HANDAYANI;K0Z
1476;2551;SRIWIJAYA MOTOR;K0Z
1477;11391;TRI SAKTI MOTOR;G01
1478;15221;AMANAH MOTOR;G01
1479;9601;SETIA MOTOR;G01
1480;7423;ZAMRUD MOTOR;J10
1481;1033;PRAMUKA;I3Z
1482;7673;PAMARAYAN MOTOR;J20
1483;1089;FAJAR;I3Z
1484;2715;TEKAD;I3Z
1485;1112;KARYA MULIA;K0Z
1486;1920;JAWA MOTOR;L01
1487;7847;AHASS ASWAJA MOTOR;L01
1488;7263;MANTEB MOTOR;L01
1489;1711;TRI KARYA SAKTI;L01
1490;1996;CV. KUSUMA MATARAM;L01
1491;6747;RAYA MOTOR;L01
1492;7846;BINTANG MOTOR;L01
1493;8938;ABENK JAYA SERVICE;D2Z
1494;9031;DEKSO MOTOR;L01
1495;8678;MARABUNTA;L01
1496;1192;VINDY SERVICE;D2Z
1497;7337;SIYATA SERVIS;D2Z
1498;2633;SURYA II;M3Z
1499;13996;KADEMANGAN MOTOR;M3Z
1500;1748;GEMINI MOTOR II;M2Z
1501;516;CHANDRA MOTOR;M2Z
1502;13715;MUNCAR MOTOR;M2Z
1503;8404;ELANG RAYA MOTOR;M2Z
1504;13995;UD. ANGWIN ANUGERAH JAYA;M2Z
1505;10933;MUTIARA MOTOR;M2Z
1506;15518;TRI UTOMO MOTOR;M2Z
1507;15521;ARIVAL MOTOR;M2Z
1508;9947;BAROKAH MOTOR II;M2Z
1509;8611;REJEKI MOTOR II;M2Z
1510;422;ARISTA MOTOR;M2Z
1511;15296;ERLINGGA MOTOR II;M2Z
1512;13833;ZUKO JAYA MOTOR;M2Z
1513;11301;HD MOTOR 99;M2Z
1514;7001;PRATAMA II;M2Z
1515;7823;TAWANG SARI MOTOR II;M2Z
1516;168;INDRA MOTOR;M2Z
1517;9494;MITRA KENCANA MOTOR;M2Z
1518;15186;HARI MOTOR;M2Z
1519;2195;SUTOMO, UD;M2Z
1520;15208;ANUGRAH MOTOR;M2Z
1521;10346;IMAM MOTOR;M2Z
1522;2307;SHALAHUDDIN;M2Z
1523;13250;PAITON MOTOR;M2Z
1524;1130;HERI MOTOR;M2Z
1525;13708;SINAR JAYA UTAMA;M2Z
1526;1734;FEKO PUTRA MOTOR;M3Z
1527;17590;AHASS BRILLIAN MOTOR;M3Z
1528;2021;SUMBERJO MOTOR;M3Z
1529;18470;CV SURYA BANGKIT MOTOR 2;M3Z
1530;1522;HADI TEKNIK;M2Z
1531;2047;SURYA MOTOR;M2Z
1532;8092;DIN JAYA III;M2Z
1533;13873;TEMBELANG JAYA MOTOR;M2Z
1534;1731;TARUNA AGUNG;M2Z
1535;122;AHASS SUBUR JAYA;M2Z
1536;1136;MAJU MOTOR;M2Z
1537;15971;LESTARI KURNIA JAYA;M2Z
1538;16791;CV. MURIA RAYA;M2Z
1539;17578;UD. DOKTER MOTOR;M2Z
1540;9228;PUTRA HARAPAN MOTOR;M2Z
1541;2658;LANCAR SAKTI;J10
1542;1622;RAPI MOTOR;J10
1543;929;HARAPAN MOTOR;V2Z
1544;13028;SINAR PANCA ABADI;M2Z
1545;772;FORMULA SERVICE;B3Z
1546;9327;BRINGIN MOTOR;K0Z
1547;9637;TAZKIA MOTOR;J10
1548;1712;MULYA JAYA MOTOR;G01
1549;16785;MENDOLO MOTOR;L01
1550;7928;PANDAWA MOTOR;L01
1551;1440;DWOROWATI MOTOR;M3Z
1552;2019;HAMID MOTOR;M3Z
1553;2208;PAROKAN MOTOR;M3Z
1554;1984;LIAN MOTOR;M3Z
1555;15198;DAFA MOTOR;M2Z
1556;1276;ROBBY MOTOR;M2Z
1557;508;SURABAYA MOTOR;M2Z
1558;15290;UD. MOJOPAHIT MOTOR IV;M2Z
1559;1525;ALAM;M2Z
1560;2137;SUMBER AGUNG MOTOR;M2Z
1561;16743;REYRAF MOTOR II;M2Z
1562;2198;RAHAYU MOTOR;M2Z
1563;12283;TOMY MOTOR;M2Z
1564;505;SS. TRIA I;M2Z
1565;6357;SURYA ABADI JOMBANG;M2Z
1566;9503;GEMILANG MOTOR;L01
1567;2659;JAKARTA MOTOR;J10
1568;9033;TIO MOTOR;L01
1569;7533;RAMA JAYA;Q01
1570;18290;PT SINAR MEGAH KREASI ABADI;L01
1571;6635;SENTUL INDAH MOTOR;J20
1572;7345;KARANGMOJO;L01
1573;717;MULIA MOTOR;V2Z
1574;12199;MEGA JAYA MOTOR;H2Z
1575;7930;PUTRA MANDIRI MOTOR;H2Z
1576;7702;LUMBUNG JAYA;M2Z
1577;17978;PT. NURI BAROKAH INDONESIA;M2Z
1578;6791;HARNING PUTRA MANUNGGAL, PT;J10
1579;15874;SUKSES GROUP;J10
1580;17083;DWI MAKMUR MOTOR;J10
1581;12749;CV. INTI MOTOR;J10
1582;7424;TODO STANLEY;J10
1583;13566;CIKAJANG MOTOR II;J10
1584;8783;BENJOYO MOTOR;J10
1585;7422;NABILAH MOTOR 2;J10
1586;6973;RAKA MOTOR;J10
1587;9460;BERKAT DAYA MOTOR;J10
1588;7265;UJANG MOTOR;J10
1589;1960;MITRA ABADI;J10
1590;1254;MURNI JAYA;J10
1591;12133;PT BENDEZO ARO PRATAMA;J10
1592;9635;PUTERA JAYA SENTOSA, CV;J10
1593;7425;PRIMA GRAHA;J10
1594;6636;TANAH MAS MOTOR;J10
1595;17017;MANSYUR MOTOR;J10
1596;9272;NAAZ FM;J10
1597;13438;CIKAJANG MOTOR I;J10
1598;306;NUR ALIP 1;J10
1599;13776;NUGRAHA MOTOR;J10
1600;7264;MENTARI;J10
1601;13616;MADINAH MOTOR;J10
1602;12634;YADI MOTOR;J10
1603;10717;MITRA ABADI;J10
1604;7228;GOLDEN MOTOR;J10
1605;13363;KENCANA MOTOR;J10
1606;2145;SURYA MOTOR;J10
1607;2298;ARINDRATA MOTOR;J10
1608;1617;SURYA JAYA MOTOR;J10
1609;16933;TOKO SURYA AMANDA MOTOR;J10
1610;12169;CV. INDOPRIMA;J10
1611;10716;TUNAS HARTANA MOTOR;J10
1612;10868;HELMI MOTOR;J10
1613;9564;MITRADEKA MANDIRI;J10
1614;9922;PD. BUMI DAYA EXPRESS;J10
1615;8372;ANUGRAH MOTOR;J10
1616;6756;HS JAYA MOTOR;J10
1617;17020;EF'DIS MOTOR;J10
1618;10663;MURNI MOTOR SUKAMAJU;J10
1619;6974;JEMBAR BARU MOTOR;J10
1620;9265;RONA METEOR, CV;J10
1621;7250;SETIA KAWAN MOTOR;J10
1622;7266;DUTA BUANA MOTOR;J10
1623;16371;DAYA ANUGRAH MANDIRI;J10
1624;7509;BERKAT RR ABADI 2;J10
1625;6915;AGUNG MOTOR;J10
1626;2674;JEMBAR BARU MOTOR;J10
1627;14011;RANNAYYA MOTOR;J10
1628;9060;ROSAMALA MOTOR;J10
1629;8125;PUTRA MULYA MOTOR;J10
1630;7689;SURYA MOTOR UD;J10
1631;9270;SUMBER JAYA MOTOR;J10
1632;2299;MATAHARI MOTOR;J10
1633;2639;PRISMA MOTOR;J10
1634;12738;HAY MOTOR 3A;J10
1635;11340;MITRA SUBUR JAYA;J10
1636;1321;PANCA JAYA CITRA SAKTI;J10
1637;1323;ANDREW MOTOR;J10
1638;1401;SUMBER REJEKIJABAR;J10
1639;211;DAYA ANUGRAH MANDIRI, PT;J10
1640;310;ULTRA JAYA;J10
1641;9638;NUANSA INDAH;J10
1642;2032;RAMSEL MOTOR;G01
1643;7390;NIRWANA MOTOR;K0Z
1644;2753;PRATAMA SAKTI;J10
1645;15877;KARYA PERDANA;J10
1646;17390;CV SENTRAL MOTOR SAMARINDA;R5Z
1647;18847;CV CBR MOTOR;B3Z
1648;17730;AHASS NGUNUT LESTARI MOTOR;M2Z
1649;2654;ANGKASA MOTOR;K0Z
1650;1068;SURYA MOTOR;M3Z
1651;15453;SUMBER MAKMUR II;M3Z
1652;17177;CV. ANUGERAH ALDISA;M2Z
1653;17178;AHASS ATTA MOTOR;M2Z
1654;17233;CV. DUTA FAMILY;M2Z
1655;9496;JAYA MOTOR;M2Z
1656;15189;SUMBER RAYA MOTOR;M2Z
1657;15519;BUMI TIRTA;M2Z
1658;8850;FALAH MANDIRI II;M2Z
1659;18420;JAKARTA MOTOR;J10
1660;15446;BOGO MOTOR;M2Z
1661;13827;CV PRAMUDITHA MANGGALA STONE;K0Z
1662;16351;CV KEMBANGAN SAKTI;K0Z
1663;2066;HONDA ENGINE SERVICE;B3Z
1664;8875;WALI MOTOR;K0Z
1665;6628;SLAMET JAYA MOTOR;J10
1666;8328;WIJAYA MOTOR;M2Z
1667;1377;TRIA SEDATI AGUNG MOTOR;M2Z
1668;10948;AHASS. UNTUNG JAYA;M2Z
1669;15485;SISWA MOTOR;M2Z
1670;8755;SUKOMORO MOTOR;M2Z
1671;121;TJAN SS;M2Z
1672;7020;DELTA MOTORINDO;J10
1673;13624;OCHA MOTOR;B3Z
1674;2094;ALFA MOTOR;K0Z
1675;18033;CENTRAL UTAMA MOTOR;G01
1676;11500;REJEKI TEKNIK MOTOR;M2Z
1677;1749;SUKODONO JAYA MOTOR;M2Z
1678;4417;LAMPUNG MOTOR ;H2Z
1679;15665;SUMBER ABADI MOTOR;L01
1680;2111;ASTRIDO MOTOR;H2Z
1681;1567;ARIE INDAH MOTOR;K0Z
1682;1395;SOBEX;I3Z
1683;11507;CENDRAWASIH MOTOR;Z11
1684;9585;BERKAT ABADI;I3Z
1685;6637;YULIANA MOTOR;V2Z
1686;1901;SAMCO SPORT;B3Z
1687;17870;MEDAN DELI SERVIS;B10
1688;776;TRISNA MOTOR;G01
1689;6794;PAHALA MOTOR;I3Z
1690;385;PT AHASS HARAPAN MOTOR;M2Z
1691;2691;PELANGI MOTOR;M2Z
1692;2288;FIDA SEJAHTERA;K0Z
1693;1644;NUGRAHA;I01
1694;6547;ANGKASA MOTOR;G01
1695;8321;BAHRI BROTHER;G01
1696;7580;KARUNIA;I3Z
1697;1387;SAKURA MOTOR;J10
1698;9278;PRIMA JAYA MOTOR;D2Z
1699;981;FERRA MOTOR, UD;N01
1700;2181;MANDING BARU MOTOR;L01
1701;2592;MONZA PRIMA;L01
1702;16174;KOMALA MOTOR;L01
1703;2613;SETIO MOTOR;M2Z
1704;824;BAHAGIA MOTOR;M2Z
1705;6502;KALIMANTAN MITRA SEKAWAN;I3Z
1706;8357;BOY SERVIS;C3Z
1707;1557;DUTA MOTOR;W01
1708;7526;KONDANG PRATAMA MOTOR;L01
1709;11498;YUSUF MOTOR;M2Z
1710;7276;HASANDA MOTOR;M2Z
1711;12289;CEMARA AGUNG MOTOR II;M2Z
1712;1568;FAMILY MOTOR;L01
1713;7458;TUMPANG SARI MOTOR;L01
1714;9055;OMEGA MOTOR, CV;J10
1715;10102;PRIMA GRAHA 2;J10
1716;17180;SUKSES JAYA;L01
1717;9631;NGEMPLAK MOTOR;L01
1718;14090;PT DAYA ANUGRAH MANDIRI;L01
1719;8906;IEFA MITRA MOTOR;W01
1720;8349;GRIYA MAJU;I3Z
1721;16380;BINTANG MOTOR II;L01
1722;1226;UTAMA;I3Z
1723;2672;RIA PREMBUN;L01
1724;17832;SAE JAYA MOTOR;Q01
1725;1976;DEWI JAYA;D2Z
1726;7586;LANCAR MANIS MOTOR;L01
1727;8989;WARAKAS;I3Z
1728;10423;INDO MOTOR;I3Z
1729;1570;MEGA BERLIAN;K0Z
1730;16901;KARUNIA MOTOR 2;L01
1731;1318;HARAPAN MOTOR III;E20
1732;7454;JAPAS MOTOR;J20
1733;2013;NUSANTARA MOTOR;J20
1734;13437;ADHIKARSA;J10
1735;9604;GRAHA RAJA MOTOR;N02
1736;13463;PD BINTANG MOTOR;J10
1737;624;BHINNEKA JAYA  II;I3Z
1738;18071;PERKASA MOTOR;B10
1739;593;MERAPI;I3Z
1740;18094;RODA MANDIRI MOTOR;Q01
1741;6936;LIMA UTAMA MOTOR;Q01
1742;7333;MITRA HONDA MOTOR;Q01
1743;2542;FAJAR LESTARI;Q01
1744;1161;JAWI MOTOR;Q01
1745;2623;MUTIARA MOTOR;Q01
1746;11546;AKBAR MOTOR;G01
1747;17497;MOTOR JAYA 3;G01
1748;12129;MAJU MAKMUR MOTOR;G01
1749;15574;CAHYA MOTOR;R5Z
1750;1007;MANDALA;I3Z
1751;7221;GIFA JAYA MOTOR, PD;J10
1752;18065;SUKSES MOTOR GLOBALINDO;B10
1753;9646;PONDOK BAMBU SEJATI;I3Z
1754;6823;UTAMA II;I3Z
1755;8454;BAYU;I3Z
1756;15529;KENCANA ABADI MOTOR;I3Z
1757;2121;REMAJA MOTOR;W01
1758;1027;MONALISA I SERVICE;B3Z
1759;2276;KARYA SERVIS;C3Z
1760;7386;DIPO JAYA SAKTI;K0Z
1761;13367;CV LARETIGO;K0Z
1762;1822;PT. TARUNA ADIPRIMA MOTOR;K0Z
1763;4457;LANCAR MOTOR II;M2Z
1764;6764;MIRAI MOTOR;H2Z
1765;8722;HANAN RIZKI MOTOR;D2Z
1766;18095;SEMPURNA ABADI MOTOR;Q01
1767;1990;HAMZAH MOTOR;W01
1768;370;AGUNG MOTOR;K0Z
1769;2278;KANTONG MOTOR I;K0Z
1770;1129;REJEKI;I3Z
1771;2207;WISNU MOTOR;M2Z
1772;16771;YOGA MOTOR;M2Z
1773;1741;SUMBER URIP;M2Z
1774;9840;ANUGRAH MOTOR;M2Z
1775;9015;SON MOTOR;M2Z
1776;16347;YUSSAR MOTOR;M2Z
1777;7003;TANGGULANGIN MOTOR;M2Z
1778;9662;TRIA SENDURO MOTOR;M2Z
1779;6641;HONDA II, UD;M3Z
1780;13706;SUKMA MOTOR II;M2Z
1781;11280;DECRA MOTOR;C3Z
1782;15449;JAGO JAYA MAKMUR PERKASA;M2Z
1783;172;SURABAYA MOTOR;M2Z
1784;1011;OSAKA SERVIS;C10
1785;2813;MERAK MOTOR;J20
1786;7684;PURAGA MOTOR;J10
1787;2161;IKE EKI SERVIS;C10
1788;12459;PARNA JAYA MOTOR, CV;B10
1789;12915;MARCO MOTOR INDONESIA;M3Z
1790;116;SERVICE STATION AKOR ;M2Z
1791;2729;LAJU SERVIS;C10
1792;8355;IDOLA SERVIS;C3Z
1793;9364;PERDANA MOTOR;B10
1794;2060;SEDERHANA SERVIS;B10
1795;10097;PACIFIC AREA JAYA;L01
1796;9098;OSLAN SERVIS;C10
1797;6919;SINAR JAYA MOTOR;M3Z
1798;8682;SERAYU JAYA MOTOR;L01
1799;7845;UD CITRA FAMILY;L01
1800;10917;BASMALAH MOTOR;T10
1801;13414;HONDA KING;I3Z
1802;17632;RARA MOTOR;D3Z
1803;17455;DWIJAYA;I3Z
1804;9275;MITRA MINDI, CV;I3Z
1805;11093;TRI STAR SERVICE;B3Z
1806;16348;ANUGRAH JAYA;M2Z
1807;2687;REMAJA SAKTI II;M2Z
1808;7240;SOLO MOTOR, PD;J10
1809;16854;MEGA BERLIAN;K0Z
1810;7074;FIT;I3Z
1811;1206;PRIMA JAYA;I3Z
1812;1410;ADAM;I3Z
1813;8348;GADING MOTOR;I3Z
1814;9889;SRI REJEKI MOTOR;M3Z
1815;11574;ANUGERAH JAYA;M2Z
1816;2134;RAMA MOTOR;M2Z
1817;15972;SUMBER BARU MOTOR II;M2Z
1818;9115;RESTU AGUNG JAYA;M2Z
1819;1804;MOJOPANGGUNG;M2Z
1820;10145;UD. HAUR KUNING MOTOR;T10
1821;428;BHINEKA JAYA I;I3Z
1822;15542;IDEAL 2;I3Z
1823;2519;TOKO SEKAR SARI;N01
1824;1059;GARUDA;I3Z
1825;1786;CAKRAWALA;I3Z
1826;16286;ARTHA MAS;I3Z
1827;15456;SAHABAT JUNIOR;M3Z
1828;12079;LARIS MOTOR II;M2Z
1829;8747;WILSON;I3Z
1830;321;ANEKA;I3Z
1831;7681;KARYA TUNGGAL SERVIS II;B10
1832;1473;MEGAH MATAHARI;I3Z
1833;10706;RAYA MOTOR;M2Z
1834;16745;NEW LANCAR MOTOR;M2Z
1835;16641;UD. VICHA JAYA MOTOR;M2Z
1836;15228;ANUGERAH MOTOR II;M2Z
1837;13078;MADANI, CV;M2Z
1838;12020;PRIMADANA MOTOR II;M2Z
1839;9495;SS AKOR II;M2Z
1840;8110;SPM;M2Z
1841;7951;ARIES MOTOR PUTRA;M2Z
1842;7819;HAMADA;M2Z
1843;1503;KHARISMA MENUR;M2Z
1844;827;BRAWIJAYA MOTOR;M2Z
1845;354;USRAM MOTOR;M2Z
1846;590;PRIMA MOTOR;M2Z
1847;18568;PT RAJAWALI AMERTA SARI;N01
1848;1528;BAROKAH;M2Z
1849;8196;MUTIARA MOTOR;L01
1850;16297;CV KARYA PERKASA;N02
1851;16298;UD PADOLO JAYA MOTOR;N02
1852;9675;AKMAL JAYA MOTOR;K0Z
1853;12161;CV PANCA PUTRA;K0Z
1854;10935;MOTOR 88;I3Z
1855;1038;MAJU JAYA I;I3Z
1856;1348;TERANG JAYA;I3Z
1857;16694;GRIAS MOTOR PUTRA;K0Z
1858;9095;NANO SERVIS;B10
1859;9113;SETIA MOTOR;M2Z
1860;16639;MANDIRI MOTOR;L01
1861;9208;ASTRIDO MITRA;H2Z
1862;8816;SS MOTOR;K0Z
1863;1495;ANEKA MOTOR;M2Z
1864;1137;ALIM JAYA MOTOR;M3Z
1865;1744;NASIONAL MOTOR;M2Z
1866;12611;MULTI MILENIUM;M2Z
1867;12172;ATARIA MOTOR;U10
1868;7161;KANTONG MOTOR II,UD;K0Z
1869;7566;PANCA PUTRA;K0Z
1870;9100;RANTAU INDAH MOTOR;K0Z
