No;Kode Dealer;Nama Dealer;Kode Main Dealer
4286;7944;WAHANA SINAR TERANG;K0Z
4287;9694;ASTRA MOTOR TEGAL 2;K0Z
4288;16383;NUSANTARA SURYA SAKTI;J10
4289;12111;SELAMAT LESTARI MANDIRI;J10
4290;5165;REJEKI PUTERA MANDIRI;J10
4291;760;DAYA ANUGRAH MANDIRI;J10
4292;16405;ASTRA INTERNATIONAL TBK - HSO;J10
4293;16774;SEMPURNA JAYA MELAK;R5Z
4294;13123;CAMPION HONDA MOTOR;B3Z
4295;7311;WAHANAARTHA RITELINDO;L01
4296;8999;NAMBO MOTORINDO JAYA II;I3Z
4297;13622;TUNAS DWIPA MATRA - MELAWI;Q01
4298;15138;ASTRA MOTOR BREBES 2;K0Z
4299;7125;TRIO MOTOR MARTAPURA;T10
4300;12807;SALES OFFICE DAYA;W01
4301;10096;SALES OFFICE SAKO;G01
4302;12791;CIPULIR BENGAWAN MEGAH JAYA;I3Z
4303;4927;PT PATRIA ANUGRAH SENTOSA ;G02
4304;8121;TRIO MOTOR SAMPIT ;T10
4305;7122;TUNAS LUMBUNG HARAPAN;I3Z
4306;12355;SALES OFFICE MAMUJU;W01
4307;6839;NUSANTARA SURYA SAKTI;T10
4308;6090;WIRA JAYA PRIMA MOTOR;W01
4309;16455;ASTRA MOTOR TENGGARONG;R5Z
4310;12621;DAYA ANUGRAH MANDIRI ;U10
4311;13016;SALES OFFICE MUARA ENIM ;G01
4312;6860;PT CENTRALMOTOR SANDYSAKTI;K0Z
4313;1933;ASIASURYA PERKASA;G5Z
4314;13095;ASTRA MOTOR PATI 2;K0Z
4315;12752;SALES OFFICE POLMAS;W01
4316;16638;CAPELLA DINAMIK NUSANTARA - SO.NAGOYA;D3Z
4317;6415;CDN - SO.SUDIRMAN;D2Z
4318;13065;MITRA MULIA ANUGERAH;I3Z
4319;3961;HAMPARANORION HASILOPTIMAL;D2Z
4320;1338;NUSANTARA SAKTI;K0Z
4321;9703;PT AI - SO KM.9;G01
4322;9699;ASTRA INTERNATIONAL;N02
4323;15327;ASTRA MOTOR GAJAHMADA;K0Z
4324;10130;CITRA MEGAH SENTOSA;J20
4325;9297;DAYA ANUGRAH MANDIRI;J10
4326;2587;BINTANG ALAM JAYA;J10
4327;12745;CDN - SO.SP.PEUT;B3Z
4328;5549;ASTRA MOTOR BLORA;K0Z
4329;999;DAYA ADICIPTA MOTORA;J10
4330;7012;SUMBER PURNAMA SAKTI;L01
4331;987;CV CEMERLANG MOTOR;N01
4332;7348;CV UTAMA MOTOR SENTOSA;L01
4333;5978;CV UTAMA MOTOR  ABADI;L01
4334;13902;HSO SALES OFFICE KEBUMEN 2;L01
4335;4102;LEGENDA KENCANA SUKSES;D2Z
4336;9300;UTAMA MOTOR;G02
4337;16454;PT ASTRA INTERNATIONAL TBK - HONDA;R5Z
4338;13621;NUSANTARA SAKTI SAROLANGUN;E20
4339;1858;HARAPAN UTAMA;R4Z
4340;7591;CIPTA REZEKI BERSAMA;B3Z
4341;5557;ASTRA MOTOR SOLO;K0Z
4342;2571;NUSANTARA SAKTI ;L01
4343;13384;PATRIA ANUGRAH SENTOSA;E20
4344;7317;DAYA ANUGRAH MANDIRI;J10
4345;9310;BERKAH PRATAMA SINERGI;J10
4346;9467;DESCONINDOTAMA;J10
4347;7050;CAKRA LAKSANA SAKTI;J10
4348;14027;PT WAHANAARTHA RITELINDO(JAYANTI);I3Z
4349;18068;MARISKO PERKASA;V2Z
4350;13394;BERKAT JAYA MOTOR;V2Z
4351;7937;BERKAT JAYA MOTOR;V2Z
4352;9822;ASTRA MOTOR SINGKAWANG;Q01
4353;5935;UTAMA MOTOR -  PUSAT;G01
4354;807;SUMBER JAYA MOTOR;B10
4355;2667;NUSANTARA SURYA SAKTI;W01
4356;2817;MITRA USAHA HARTA  GEMILANG;I3Z
4357;16299;WAHANAARTHA RITELINDO;U10
4358;8877;DAYA ANUGRAH MANDIRI;W01
4359;12753;SALES OFFICE SINJAI;W01
4360;13013;SALES OFFICE BASUKI RAHMAT;G01
4361;1769;NAMBO MOTORINDO JAYA;I3Z
4362;5520;SARANA MITRA SEJAHTERA ABADI;I3Z
4363;9698;ASTRA MOTOR KALIWUNGU;K0Z
4364;6958;SUPRA JAYA ABADI;B10
4365;13014;SALES OFFICE BELITANG;G01
4366;18719;BERDIKARI LAYANAN UTAMA;I3Z
4367;13941;HONDA KARYA UTAMA;B10
4368;5767;WAHANAARTHA RITELINDO (TANAH TINGGI);I3Z
4369;11821;BINTANG MOTOR JAYA;I3Z
4370;16213;ASTRA MOTOR BREBES 3;K0Z
4371;1888;HARIS MOTOR;C10
4372;2;ASTRA MOTOR SILIWANGI;K0Z
4373;15132;SEJAHTERA INTI ANUGRAH PERKASA;J10
4374;13263;MITRA SEHATI JAYA;J10
4375;13853;PT ASTRA INTERNATIONAL;J10
4376;853;MULIA MOTOR II;J10
4377;18184;DAYA ANUGRAH MANDIRI;J10
4378;8202;KIRANA MOTORINDO JAYA;J10
4379;1838;NUSANTARA SURYA SAKTI;J10
4380;662;BERDIKARI MOTOR JAYA;J10
4381;7544;BINTANG KEMAKMURAN;J10
4382;8262;AGUNG MOTOR;J10
4383;2572;LIMA MOTOR;J10
4384;3044;DAYA ALVITA MANDIRI;J10
4385;2584;PELANGI PRIMA MANDIRI;J10
4386;6985;WAHANAARTHA RITELINDO (CIPONDOH);I3Z
4387;1431;CV SHINTA MOTOR;L01
4388;11506;CAHAYA BONANZA ABADI;L01
4389;9;NDS JOMBOR;L01
4390;5563;ASTRA MOTOR - SINGARAJA;N01
4391;13045;PT TUNAS DWIPA MATRA;G01
4392;1118;CITRA KARYA INTISENTOSA I;E20
4393;13420;PT MITRA PINASTHIKA MUSTIKA TBK;W01
4394;9816;SALES OFFICE KONSEL;W01
4395;6322;HAYATI PADANG;C3Z
4396;7210;DAYA ANUGRAH MANDIRI;J10
4397;10089;DWI PUTRA ANUGRAH PERKASA;J10
4398;6539;DAYA ANUGRAH MANDIRI;J10
4399;12747;HAMPARANORION HASILOPTIMAL;D2Z
4400;3906;HAYATI BUKITTINGGI;C3Z
4401;3920;HAYATI PASAMAN;C3Z
4402;15513;ASTRA MOTOR LASEM;K0Z
4403;4028;HAYATI PARIAMAN;C3Z
4404;7187;HAYATI PEMUDA;C3Z
4405;8209;ASTRA MOTOR MANOKWARI;Z11
4406;13721;PT ARMADA TUNASJAYA ABADI;W01
4407;7649;HAYATI SUNGAI RUMBAI;C3Z
4408;18409;PT. WAHANAARTHA RITELINDO;I3Z
4409;9220;ASTRA MOTOR - NUSA DUA ;N01
4410;16300;HAYATI PADANG ARO;C3Z
4411;18316;HAYATI LUBUK SIKAPING;C3Z
4412;6843;ASTRA MOTOR ENTROP;Z11
4413;11206;NUSANTARA SURYA SAKTI;R5Z
4414;11210;DAYA ANUGRAH MANDIRI;R5Z
4415;7046;PT BINTANG PANCA MOTOR;Q01
4416;13213;AMANAH PERDANA MANDIRI;C3Z
4417;13064;SALES OFFICE LAHAT;G01
4418;10029;UTAMA MOTOR;G02
4419;13227;NUSANTARA SAKTI;K0Z
4420;13047;BINTANG MULIA JAYA;G01
4421;1662;SERIMPI MAKMUR SEJATI;I3Z
4422;13401;ASTRA MOTOR NABIRE;Z11
4423;5003;PALMERAH MOTORINDO II;I3Z
4424;610;PALMERAH MOTORINDO;I3Z
4425;7110;SURYA AGUNG MOTOR;L01
4426;15584;ASTRA MOTOR SORONG 2;Z11
4427;11791;SINAR SENTOSA PRIMATAMA BAHAR;E20
4428;8323;ASIASURYA PERKASA;G5Z
4429;888;SINAR SENTOSA PRIMATAMA SIPIN;E20
4430;13731;MITRA ANGKASA JAYA UTAMA;W01
4431;11840;TUNAS DWIPA MATRA;N01
4432;7469;TUNAS DWIPA MATRA;G5Z
4433;1195;ANUGERAH KANDANGAN;T10
4434;2807;NUSANTARA SURYA SAKTI;T10
4435;13402;TRIO MOTOR PANGKALAN BUN;T10
4436;17202;SURYA MITRA SANTOSA (ULIN);T10
4437;10544;ARMADA TUNASJAYA ABADI;T10
4438;1202;PERDANA MAKMUR;T10
4439;1199;TRIO MOTOR BATULICIN;T10
4440;952;INTAN JAYA MAKMUR;T10
4441;13411;DAYA ANUGRAH MANDIRI;T10
4442;15905;NUSANTARA SURYA SAKTI;T10
4443;15931;ASTRA MOTOR BULUKUMBA 2;W01
4444;12603;PRIMA ZIRANG UTAMA;K0Z
4445;13525;SUMBER PURNAMA SAKTI;G01
4446;6100;WAHANAARTHA RITELINDO (KELAPA GADING);I3Z
4447;552;MANDIRI SUMBER KEMAKMURAN;J20
4448;9701;ASTRA MOTOR - SERIRIT;N01
4449;13125;WAHANAARTHA RITELINDO (BINTARO);I3Z
4450;1650;CV KOMPO MOTOR;L01
4451;3541;CAHAYA MAS;I3Z
4452;15329;TUNAS DWIPA MATRA;N02
4453;9936;LAKSANA PURWODADI;K0Z
4454;8686;MEKAR CHANDRA JAYA;L01
4455;12662;AVATAR OTO PERKASA;D3Z
4456;16862;ASTRA MOTOR SAMARINDA 3;R5Z
4457;15203;ASTRA MOTOR PENAJAM;R4Z
4458;1565;WAHANA SINAR TERANG;K0Z
4459;2599;NUSANTARA SAKTI ;L01
4460;9157;NUSANTARA SAKTI ;L01
4461;13327;CV ANUGERAH KENCANA;G01
4462;10951;DAYA ANUGRAH MANDIRI;G01
4463;1566;PUTRAGUNG BERKAT INDAH;K0Z
4464;2804;ANUGERAH KENCANA;G01
4465;6545;LESTARI MOTORINDO;G01
4466;1017;NUSANTARA SAKTI ;L01
4467;4412;LANGGAN PUTRA GUNA;K0Z
4468;7313;NUSANTARA SAKTI ;L01
4469;2800;ASTRA MOTOR TEGAL;K0Z
4470;10092;NUSANTARA SAKTI ;L01
4471;13020;ASTRA MOTOR WATES;L01
4472;9847;ASTRA MOTOR PEKALONGAN 2;K0Z
4473;2521;MERTHA BUANA MOTOR;N01
4474;12682;ASTRA MOTOR REMBANG;K0Z
4475;7118;NUSANTARA SAKTI;K0Z
4476;13328;PT GRATIA PLENAMAS MOTOR;G01
4477;11504;ANUGERAH UTAMA;L01
4478;5872;ASIA MOTOR;G02
4479;1597;PT CENTRALMOTOR SANDYSAKTI;K0Z
4480;10871;NAGAMAS MITRA SEJATI;K0Z
4481;1884;NAGAMAS MITRA SEJATI;K0Z
4482;9846;PT PATRIA ANUGRAH SENTOSA ;G02
4483;13407;ASTRA MOTOR MERAUKE;Z11
4484;7440;TIRTO AGUNG MOJO MOTOR;N01
4485;16643;ASTRA MOTOR BONTANG;R5Z
4486;1867;PRATAMA KURNIA KASIH;K0Z
4487;10062;NUSANTARA SURYA SAKTI;N02
4488;7312;PANDEAN BARU MOTOR;L01
4489;2723;CV INDO MOTOR;Q01
4490;9260;NUSANTARA SURYA SAKTI ;G02
4491;13085;CENDANA MULIA;K0Z
4492;8459;TRI MANDIRI SEJATI - PONTIANAK;Q01
4493;17824;DAYA ANUGRAH MANDIRI;N02
4494;15537;TUNAS DWIPA MATRA;N02
4495;13228;CV CENDANA PAHALA SEJATI;L01
4496;803;MUNCUL JAYA MOTOR;K0Z
4497;13126;DAYA ANUGRAH MANDIRI;G02
4498;9849;ASTRA MOTOR BLORA 2;K0Z
4499;2590;PT FAJAR TERUS BERSINAR;Z11
4500;6536;ASTRA MOTOR JEPARA;K0Z
4501;13098;CV CENDANA MAKMUR;L01
4502;16369;NUSANTARA SAKTI BREBES;K0Z
4503;12098;KRIDA DINAMIKAUTONUSA;N02
4504;8458;TUNAS DWIPA MATRA;L01
4505;9848;ASTRA MOTOR PEMALANG 2;K0Z
4506;11208;TUNAS DWIPA MATRA;R5Z
4507;7119;JAYA;K0Z
4508;13418;PT BINTANG MOTOR JAYA;Q01
4509;9930;NAGAMAS MITRA UTAMA;N01
4510;895;ARMADA TUNASJAYA;L01
4511;8635;OSAKA;L01
4512;7715;NUSANTARA SURYA SAKTI;N01
4513;219;CV COLOMBO BARU;L01
4514;4018;ASTRA MOTOR WELERI;K0Z
4515;5556;ASTRA MOTOR PALUR;K0Z
4516;6440;PT PATRIA ANUGRAH SENTOSA;G01
4517;13604;PT RINA MITRA RAHARJA;N02
4518;9218;DAYA ANUGRAH MANDIRI;W01
4519;13714;CV SANJAYA MAKMUR;L01
4520;13149;CAHAYA SAKTI CHANDRA MOTOR;K0Z
4521;9301;NAGAMAS MITRA SEJATI;K0Z
4522;4012;ASTRA MOTOR MAGELANG 1;L01
4523;12029;NAGAMAS SURYA DINAMIKA;L01
4524;411;WALI MOTOR;K0Z
4525;2546;KEMBANG DWI LESTARI;N01
4526;7804;TUNAS DWIPA MATRA;G01
4527;9709;CENDANA WANGI RAYA;K0Z
4528;6376;JAYA;W01
4529;13146;SANJAYA GEMILANG;L01
4530;1993;CV KOMPO MOTOR;L01
4531;7567;TARUNA JAYA MOTOR;K0Z
4532;13603;SALES OFFICE BETUNG;G01
4533;14032;PT NAGAMAS SURYA KENCANA;K0Z
4534;4684;CV MARABUNTA SAKTI;L01
4535;7409;DAYA ANUGRAH MANDIRI;G01
4536;12204;ASTRA MOTOR;G02
4537;15331;ASTRA MOTOR BANTUL 2;L01
4538;7274;CEMPAKA MOTOR;K0Z
4539;15544;PRIMA ZIRANG UTAMA BANYUMANIK;K0Z
4540;9704;ASTRA INTERNATIONAL;N02
4541;9009;DAYA ANUGERAH MANDIRI;W01
4542;1576;ARMADA TUNASJAYA;L01
4543;12421;ASTRA MOTOR - SANGSIT ;N01
4544;9226;ASTRA INTERNATIONAL;N02
4545;15583;ASTRA MOTOR KOPANG;N02
4546;15328;ASTRA MOTOR WONOSARI;L01
4547;8693; HD MOTOR 99;N01
4548;4009;ASTRA MOTOR GODEAN;L01
4549;15512;ASTRA MOTOR REMBANG 2;K0Z
4550;9225;ASTRA INTERNATIONAL;N02
4551;1954;WAHANA SINAR TERANG;K0Z
4552;8632;SEMPURNA JAYA;R5Z
4553;13417;TRI MANDIRI SEJATI - KOTA BARU;Q01
4554;694;TARUNA ADIPRIMA MOTOR;K0Z
4555;11209;DAYA ANUGRAH MANDIRI;R5Z
4556;10110;NUSANTARA SURYA SAKTI;R5Z
4557;13530;ARMADA TUNASJAYA ABADI;R5Z
4558;6878;KRIDA DINAMIKAUTONUSA;N02
4559;1969;NUSANTARA JAYA SEMPURNA;L01
4560;10138;NUSANTARA SURYA SAKTI;G01
4561;10098;ARTHA KARYA MANDIRI;N01
4562;16282;ASTRA MOTOR PINRANG;W01
4563;11848;NUSANTARA SURYA SAKTI;W01
4564;9011;PT PANCA MOTOR JAYA;Q01
4565;6861;PT CENTRALMOTOR SANDYSAKTI;K0Z
4566;7674;PT ASTRA INTERNASIONAL - HONDA;G02
4567;17630;CV CENDANA MEGAH LESTARI;L01
4568;6516;SUMBER PURNAMA SAKTI;N02
4569;2505;MUNCUL JAYA MOTOR;K0Z
4570;8876;LAKSANA PURWODADI;K0Z
4571;1788;WAHANA SINAR TERANG;K0Z
4572;11963;ASTRA MOTOR PURWOREJO;L01
4573;543;ABC MOTOR;L01
4574;9669;CV GARUDA AGUNG KENCANA;N01
4575;2564;KECAK JAYANING JAYA;N01
4576;13720;MITRA PINASTHIKA MUSTIKA;N02
4577;984;TAMAN AGUNG;N01
4578;11849;NUSANTARA SURYA SAKTI;W01
4579;8820;DINAMIK PUTRA PERKASA;G01
4580;13435;PRIMA ZIRANG UTAMA;K0Z
4581;12078;ASTRA MOTOR WONOSOBO;L01
4582;7273;COMAL ABADI MOTOR;K0Z
4583;13723;PT ARMADA TUNASJAYA ABADI;W01
4584;639;SINAR PAGI NABIRE;Z11
4585;8566;TUNAS DWIPA MATRA;W01
4586;5354;ASTRA MOTOR MAJAPAHIT;K0Z
4587;9691;DAYA ANUGRAH MANDIRI;G02
4588;2595;ABC MOTOR KALASAN;L01
4589;13433;DAYA ANUGRAH MANDIRI;G01
4590;6377;DUTA ABADI JAYA MOTOR;W01
4591;15223;PT. WIRA JAYA PRIMA MOTOR;W01
4592;1016;CENDANA;K0Z
4593;15708;TARUNA JAYA MOTOR;K0Z
4594;13101;PRIMA ANAGA RAINA;K0Z
4595;1113;JAYA;K0Z
4596;13145;JAYA;K0Z
4597;9939;NAGAMAS SURYA KENCANA;K0Z
4598;988;TIMBUL MARIDY JAYA;K0Z
4599;9940;TIMBUL JAYA MANDIRI;K0Z
4600;17796;PT PRIMA UNGGUL JAYA SEMARANG;K0Z
4601;13199;JAYA;K0Z
4602;6563;NUSANTARA SAKTI;K0Z
4603;13626;CAHAYA SAKTI CHANDRA MOTOR;K0Z
4604;1645;KRIDA DINAMIKAUTONUSA;N02
4605;13406;COMAL ABADI MOTOR;K0Z
4606;12628;PT. ASTRA INTERNATIONAL TBK - HONDA;N01
4607;13100;MITRA ANGKASA JAYA UTAMA ;K0Z
4608;13436;MITRA PINASTHIKA MUSTIKA;Q01
4609;13703;ANUGERAH SANTOSA - LANDAK;Q01
4610;1048;TUNASJAYA MEKARARMADA ;L01
4611;10916;ASTRA MOTOR PEMALANG;K0Z
4612;10291;PT NUSANTARA SURYA SAKTI;N01
4613;10255;TUNAS DWIPA MATRA;R4Z
4614;12181;ASTRA INTERNATIONAL;N02
4615;13226;PRIMA ANAGA RAINA;K0Z
4616;7120;MUNCUL JAYA MOTOR;K0Z
4617;7597;CENDANA;K0Z
4618;14031;PRIMA ZIRANG UTAMA;K0Z
4619;2668;CV PANCA MOTOR;Q01
4620;1961;NUSANTARA SAKTI -  SINTANG;Q01
4621;4017;ASTRA MOTOR IMAM BONJOL;Q01
4622;5260;SANJAYA GEMILANG;L01
4623;1660;CV PUTRA ABADI MOTOR;K0Z
4624;13628;TUNAS DWIPA MATRA - KETAPANG;Q01
4625;10066;DAYA ANUGRAH MANDIRI;G02
4626;793;ASAPARIS;N01
4627;1596;CAHAYA SAKTI CHANDRA MOTOR;K0Z
4628;13222;DAYA MOTOR - SEKADAU;Q01
4629;9695;ASTRA MOTOR UNGARAN;K0Z
4630;13044;TUNAS DWIPA MATRA;G01
4631;9886;NUSANTARA SURYA SAKTI -  SEI RAYA;Q01
4632;9702;SALES OFFICE SUNGAI LILIN;G01
4633;800;SURYA MOTOR;K0Z
4634;13865;PT BINTANG KHARISMA JAYA;W01
4635;4814;NUSANTARA SAKTI ;L01
4636;7327;TUNAS DWIPA MATRA;G01
4637;1181;ARMADA TUNASJAYA;L01
4638;7318;SANJAYA GEMILANG;L01
4639;5783;CV TEGUH MOTOR;L01
4640;2806;GAYA BARU MOTOR;K0Z
4641;1341;PRATAMA KURNIA KASIH;K0Z
4642;13040;BINTANG MULIA JAYA;G01
4643;15536;NETRAL JAYA;L01
4644;9221;PT ASTRA INTERNATIONAL  TBK - HONDA;N01
4645;12617;NUSANTARA SAKTI ;K0Z
4646;15008;DAYA ANUGRAH MANDIRI;W01
4647;6639;CAHAYA SAKTI CHANDRA MOTOR;K0Z
4648;1646;MADE FERRY MOTOR;N01
4649;12618;NAGA MAS SURYA KENCANA ;K0Z
4650;6327;MUNCUL JAYA MOTOR;K0Z
4651;6330;CV ARTHA KARYA MOTOR;N01
4652;10244;KHARISMA PERKASA DEWATA;N01
4653;15224;TUNAS DWIPA MATRA;W01
4654;1182;JAYA ABADI;K0Z
4655;12177;ASTRA MOTOR - KUTA;N01
4656;5015;PT PANCA MOTOR JAYA;Q01
4657;8567;TUNAS DWIPA MATRA;W01
4658;13229;CV KOMPO MOTOR;L01
4659;6877;MADE FERRY MOTOR ;N01
4660;637;HEROINTI NUSA;N01
4661;794;HEROINTI NUSA ;N01
4662;9649;JAYA;K0Z
4663;8165;NAGAMAS SURYA KENCANA;K0Z
4664;6643;JAYA;K0Z
4665;11004;CV GOWATA SAKTI MOTOR;W01
4666;7943;ABADI;K0Z
4667;538;TUNGGUL MITRA PERKASA;L01
4668;6781;NUSANTARA SURYA SAKTI;G01
4669;6813;WAHANA SINAR TERANG;K0Z
4670;10290;ASIA MOTOR;N01
4671;12993;SINAR JAYA;N01
4672;9010;SANJAYA GEMILANG MOTOR;K0Z
4673;1267;TIMBUL MARIDY JAYA;K0Z
4674;4843;NUSANTARA SURYA SAKTI;W01
4675;13620;ANUGERAH KIRANA MOTOR;G02
4676;10641;NUSANTARA SURYA SAKTI;W01
4677;13015;SALES OFFICE SIMPANG PRIUK;G01
4678;15007;MITRA PINASTHIKA MUSTIKA;G01
4679;13041;DAYA ANUGRAH MANDIRI;G01
4680;7721;ANUGERAH KENCANA;G01
4681;1659;SANJAYA GEMILANG;L01
4682;7525;CV ANUGERAH UTAMA MOTOR;N01
4683;10347;TUNASJAYA MEKARARMADA ;L01
4684;9821;ASTRA MOTOR SANGGAU;Q01
4685;2740;CV UNGGUL MOTOR;Q01
4686;6925;NUSANTARA SURYA SAKTI -  PONTIANAK;Q01
4687;9705;SALAHUTU MOTOR;W01
4688;7925;TIMBUL MANDIRI JAYA;K0Z
4689;7942;CV JAYA ABADI;K0Z
4690;8122; MITRA KRIDA MANDIRI;N01
4691;7490;CV METEOR MOTOR;Q01
4692;810;CV SEKAR SARI MOTOR;N01
4693;869;TUNASJAYA MEKARARMADA ;L01
4694;867;NAGAMAS SURYA KENCANA;K0Z
4695;1862;PRATAMA KURNIA KASIH;K0Z
4696;9008;DAYA ANUGRAH MANDIRI;W01
4697;9487;NUSANTARA SURYA SAKTI ;G02
4698;9692;ASTRA MOTOR SALATIGA;K0Z
4699;13701;NAGAMAS MITRA UTAMA;N01
4700;1577;ARMADA TUNASJAYA;L01
4701;4451;TUNGGUL MITRA PERKASA;K0Z
4702;10091;PRIMA ZIRANG UTAMA;K0Z
4703;1904;MITRA KRIDA MANDIRI;N01
4704;6378;WIRATAMA M.PRIMA;W01
4705;8568;TUNAS DWIPA MATRA;W01
4706;7064;CAHAYA SAKTI CHANDRA MOTOR;L01
4707;17556;PT ASTRA INTERNATIONAL TBK - HONDA CAB. MUNA;W01
4708;9595;AMBON SAKTI MOTOR;W01
4709;2539;CV ANEKA MOTOR ;W01
4710;17628;CV ABADI SATRIA MANDIRI;L01
4711;9933;SALES OFFICE PRABUMULIH ;G01
4712;13012;SALES OFFICE INDRALAYA ;G01
4713;12178;SALES OFFICE TUGUMULYO;G01
4714;6692;PT GRATIA PLENAMAS MOTOR;G01
4715;13042;LESTARI MOTORINDO;G01
4716;6932;PT NUSANTARA SURYA SAKTI;G01
4717;13722;PT ARMADA TUNASJAYA ABADI;W01
4718;13148;BINTANG KHARISMA JAYA;W01
4719;6375;JAYA;W01
4720;7211;DAYA ANUGRAH MANDIRI;J10
4721;9249;CAHAYA SAKTI CHANDRA MOTOR;L01
4722;9199;HIDAYAH MOTOR;C3Z
4723;6404;JAYA INDAH MOTOR;D2Z
4724;7910;NUSANTARA SURYA SAKTI;W01
4725;4839;NUSANTARA SURYA SAKTI;W01
4726;4811;NUSANTARA SURYA SAKTI;W01
4727;7909;NUSANTARA SURYA SAKTI;W01
4728;16952;NUSANTARA SURYA SAKTI;W01
4729;4838;NUSANTARA SURYA SAKTI;W01
4730;18166;CV AYAM JANTAN;W01
4731;11006;MALUKU GRAHA MOTOR;W01
4732;1854;CV BINTANG SUKSES MOTOR;W01
4733;18510;ASTRA MOTOR AIMAS;Z11
4734;2589;PT FAJAR TERUS BERSINAR;Z11
4735;444;SINAR PAGI BIAK;Z11
4736;12656;SELARAS MAJU SENTOSA RANGKASBITUNG;J20
4737;11422;PT KHARISMA PERKASA DEWATA;N01
4738;17693;ASTRA MOTOR BATANG;K0Z
4739;962;NAGAMAS SURYA KENCANA;K0Z
4740;3264;AKUR MOTOR III;H2Z
4741;9935;TUNAS DWIPA MATRA;H2Z
4742;13096;TUNAS DWIPA MATRA;H2Z
4743;13718;PT. NUSANTARA SURYA SAKTI;N01
4744;16787;NUSANTARA SURYA SAKTI SANGATTA;R5Z
4745;1853;WAHANA SINAR TERANG;K0Z
4746;6504;TUNAS DWIPA MATRA;I3Z
4747;1680;STAR MOTOR II;J10
4748;12994;PT ARMADA TUNASJAYA ABADI;R5Z
4749;16786;NUSANTARA SURYA SAKTI - SAMARINDA II;R5Z
4750;802;TIMBUL MARIDY JAYA;K0Z
4751;750;SULAWESI MANOKWARI;Z11
4752;2743;KRIDA DINAMIKAUTONUSA;N02
4753;432;UD BINTANG MAS MOTOR;N01
4754;9469;MILLENIUM PUTRA MOTOR;J10
4755;9605;NUSANTARA SURYA SAKTI;N02
4756;2741;KRIDA DINAMIKAUTONUSA;N02
4757;14025;CV ANUGERAH SANTOSA;Q01
4758;1689;GRATIA PLENAMAS MOTOR;G01
4759;11662;DAYA ANUGRAH MANDIRI;N01
4760;1962;NUSANTARA SAKTI -  SINGKAWANG;Q01
4761;7140;NUSANTARA SAKTI -  PUTUSSIBAU;Q01
4762;16177;KARTIKA SARI PUTRA;M3Z
4763;4263;KRIDA DRINAMIKAUTONUSA;N02
4764;13710;NUSANTARA SURYA SAKTI -  SANGGAU;Q01
4765;9648;CAHAYA SAKTI CHANDRA MOTOR;K0Z
4766;7347;PRATAMA KURNIA KASIH;K0Z
4767;11646;DAYA ANUGRAH MANDIRI;N01
4768;3355;BUDI JAYA WAMENA;Z11
4769;1571;PT RAMAYANA SOLO MANDIRI;K0Z
4770;3720;ELCO MOTOR - SANGGAU;Q01
4771;6562;ELCO MOTOR - SEKADAU;Q01
4772;10677;DINAMIK PUTRA PERKASA;G01
4773;9689;54 MOTOR;K0Z
4774;836;PT RAMAYANA SOLO MANDIRI;K0Z
4775;9647;RAMA JAYA MOTOR;K0Z
4776;15142;FORTUNA MOTORINDO;M2Z
4777;1183;RAMAYANA MOTOR SUKOHARJO;K0Z
4778;1343;ISTANA JAYA ABADI;K0Z
4779;9600;MUNCUL JAYA SAKTI;K0Z
4780;8031;UTAMA MOTOR MEGANG SAKTI;G01
4781;7803;PT NUSANTARA SURYA SAKTI;N01
4782;1185;PRATAMA KURNIA KASIH;K0Z
4783;280;KRIDA DINAMIKAUTONUSA;N02
4784;775;SAFARI MOTOR;G01
4785;728;IDEAL MOTOR;Q01
4786;7319;JAYA ABADI BOJA;K0Z
4787;13864;PT TUNAS DWIPA MATRA;U10
4788;752;SINAR WAGOM INTIRAYA;Z11
4789;1184;PRATAMA KURNIA KASIH;K0Z
4790;8856;DAYA ANUGRAH MANDIRI;H2Z
4791;7070;DAYA ANUGRAH MANDIRI;H2Z
4792;11842;NUSANTARA SURYA SAKTI;H2Z
4793;1209;SALIM JAYA MOTOR;H2Z
4794;1880;TELADAN BARU ;T10
4795;13211;MITRA PINASTHIKA MUSTIKA;D2Z
4796;15010;KEMAKMURAN JAYA MULIA;J20
4797;13385;SENTOSA SAKTI MOTOR THE HOK;E20
4798;18476;CV EKA KARUNIA;M3Z
4799;9972;EKA JAYA SEJAHTERA;M3Z
4800;3129;PUTRA RINJANI IV;M3Z
4801;13390;SEKAWAN MITRA ABADI;M3Z
4802;2725;MITRA PINASTHIKA MUSTIKA TBK.;M3Z
4803;16838;AGUNG SEJAHTERA MOTOR;M3Z
4804;12667;SARANA KARTIKA MOTOR;M3Z
4805;8017;NIAGA UTAMA SEJAHTERA;M2Z
4806;6942;NUSANTARA SURYA SAKTI;M2Z
4807;18058;PT. POHON MULIA INVESTAMA;M2Z
4808;12746;PT. MITRA PINASTHIKA MUSTIKA, TBK. ;M2Z
4809;5573;SUMBER PURNAMA SAKTI;M2Z
4810;5290;SINAR BARU JAYA;M2Z
4811;1987;PUTRA RINJANI III;M2Z
4812;1808;TANJUNG MITRA MEDIA;M2Z
4813;886;PT. SAHABAT MANDIRI MOTOR;M2Z
4814;423;TOKO LOMBOK MAS;M2Z
4815;7950;PRATAMA METROPOLIS;M2Z
4816;8015;CAHAYA UNGGUL NUSANTARA;M2Z
4817;6968;CV. GUNAWAN PUTRA MOTOR;M2Z
